LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
3700053,Woods Charter School,Independent Charter District,NC,NORTH CAROLINA,Chapel Hill,NC,27516,KG,12,1,1,46,0,503,4,17,23,24,415,1,19
3700720,Chapel Hill-Carrboro City Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Chapel Hill,NC,27516,PK,13,3,20,926,40,11982,41,1790,1876,1323,6198,3,751
3700341,Willow Oak Montessori,Independent Charter District,NC,NORTH CAROLINA,Chapel Hill,NC,27517,1,5,1,1,16,0,149,0,3,7,4,121,0,14
3704720,Wake County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Cary,NC,27518,PK,13,3,181,9999,448,157839,452,11983,26850,37553,74959,189,5853
3700336,Falls Lake Academy,Independent Charter District,NC,NORTH CAROLINA,Creedmoor,NC,27522,KG,9,1,1,38,0,563,3,4,25,67,440,2,22
3700074,Dillard Academy,Independent Charter District,NC,NORTH CAROLINA,Goldsboro,NC,27530,KG,6,1,1,12,0,245,1,0,4,237,2,1,0
3700377,Wayne Preparatory,Independent Charter District,NC,NORTH CAROLINA,Goldsboro,NC,27530,KG,5,1,1,36,0,564,1,8,15,89,417,2,32
3704880,Wayne County Public Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Goldsboro,NC,27533,PK,13,3,33,1215,51,18955,37,245,3960,6625,7316,27,745
3700096,Vance Charter School,Independent Charter District,NC,NORTH CAROLINA,Henderson,NC,27536,KG,8,1,1,41,0,541,3,13,21,47,442,0,15
3700319,Henderson Collegiate,Independent Charter District,NC,NORTH CAROLINA,Henderson,NC,27536,4,9,1,1,44,1,610,1,3,119,441,29,0,17
3704650,Vance County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Henderson,NC,27536,PK,13,3,17,496,23,6726,10,64,935,4189,1336,6,186
3700114,Southern Wake Academy,Independent Charter District,NC,NORTH CAROLINA,Holly Springs,NC,27540,6,12,1,1,34,0,370,0,8,16,18,323,0,5
3702010,Harnett County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Lillington,NC,27546,PK,12,3,28,1245,59,20690,203,155,3977,5059,10056,60,1180
3700119,Crosscreek Charter School,Independent Charter District,NC,NORTH CAROLINA,Louisburg,NC,27549,KG,8,1,1,14,0,185,0,0,10,23,144,0,8
3701530,Franklin County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Louisburg,NC,27549,PK,13,3,16,581,23,8533,40,45,1441,2630,4078,6,293
3700046,Sterling Montessori Academy,Independent Charter District,NC,NORTH CAROLINA,Morrisville,NC,27560,PK,8,1,1,37,0,599,0,177,25,61,312,2,22
3700338,Oxford Preparatory High School,Independent Charter District,NC,NORTH CAROLINA,Oxford,NC,27565,8,11,1,1,18,0,230,0,4,7,30,181,0,8
3701800,Granville County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Oxford,NC,27565,PK,13,3,22,487,27,8058,23,55,1291,2709,3679,3,298
3700175,Roxboro Community School,Independent Charter District,NC,NORTH CAROLINA,Roxboro,NC,27573,6,12,1,1,46,2,703,5,0,24,66,581,0,27
3703630,Person County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Roxboro,NC,27573,PK,12,3,11,311,14,4654,25,13,401,1629,2371,2,213
3700109,Bethel Hill Charter,Independent Charter District,NC,NORTH CAROLINA,Roxboro,NC,27574,KG,6,1,1,33,0,400,4,0,28,41,315,0,12
3700144,Neuse Charter School,Independent Charter District,NC,NORTH CAROLINA,Smithfield,NC,27577,KG,12,1,1,62,2,870,5,9,57,107,640,3,49
3702370,Johnston County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Smithfield,NC,27577,PK,13,3,46,2260,86,34857,135,248,7714,5557,20075,24,1104
3700069,Franklin Academy,Independent Charter District,NC,NORTH CAROLINA,Wake Forest,NC,27587,KG,12,1,1,111,1,1643,4,47,74,85,1369,3,61
3700314,Endeavor Charter,Independent Charter District,NC,NORTH CAROLINA,Wake Forest,NC,27587,KG,8,1,1,37,0,510,2,21,10,20,446,0,11
3700364,Wake Forest Charter Academy,Independent Charter District,NC,NORTH CAROLINA,Wake Forest,NC,27587,KG,6,1,1,27,0,591,3,24,53,73,437,1,0
3704740,Warren County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Warrenton,NC,27589,PK,13,3,8,155,11,2354,147,7,170,1565,415,2,48
3700387,Youngsville Academy,Independent Charter District,NC,NORTH CAROLINA,Youngsville,NC,27596,KG,2,1,1,9,0,139,0,0,14,13,107,1,4
3700070,East Wake Academy,Independent Charter District,NC,NORTH CAROLINA,Zebulon,NC,27597,KG,12,1,1,74,3,1144,1,8,57,97,953,0,28
3700337,Longleaf School of the Arts,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27601,9,12,1,1,22,2,300,2,10,26,55,194,0,13
3700001,NC Health and Human Services,State agency providing elementary and/or secondary level instruction,NC,NORTH CAROLINA,Raleigh,NC,27603,PK,13,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700043,Exploris Middle School,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27603,KG,8,1,1,31,0,422,0,17,17,24,344,0,20
3700157,NC Division of Juvenile Justice,State agency providing elementary and/or secondary level instruction,NC,NORTH CAROLINA,Raleigh,NC,27603,5,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700397,PAVE Southeast Raleigh Charter School,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27603,KG,1,1,1,9,0,123,0,0,43,71,7,0,2
3700098,Torchlight Academy,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27604,KG,6,1,1,11,0,521,0,0,178,333,0,0,10
3700124,Hope Charter Leadership Academy,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27604,KG,5,1,1,8,0,123,0,0,8,110,1,0,4
3700097,Raleigh Charter High School,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27605,9,12,1,1,44,2,561,0,127,22,30,356,0,26
3700320,Deaf and Blind Schools,State agency providing elementary and/or secondary level instruction,NC,NORTH CAROLINA,Raleigh,NC,27606,KG,12,3,3,65,2,168,1,7,29,64,61,1,5
3700113,PreEminent Charter School,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27610,KG,8,1,1,34,0,650,10,6,92,520,20,1,1
3700045,Magellan Charter,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27615,3,8,1,1,28,1,406,0,22,15,15,340,0,14
3700099,Quest Academy,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27615,KG,8,1,1,10,0,145,1,4,3,6,118,0,13
3700362,Envision Science Academy,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27615,KG,7,1,1,31,0,405,1,14,24,74,283,1,8
3700131,Casa Esperanza Montessori,Independent Charter District,NC,NORTH CAROLINA,Raleigh,NC,27616,PK,8,1,1,21,1,466,1,20,157,75,200,0,13
3700167,Division of Prisons,State agency providing elementary and/or secondary level instruction,NC,NORTH CAROLINA,Raleigh,NC,27699,9,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700023,Healthy Start Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27701,KG,8,1,1,23,0,369,0,0,38,321,4,0,6
3700130,Central Park School For Children,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27701,KG,7,1,1,35,3,441,0,9,26,102,268,2,34
3700316,Global Scholars Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27701,KG,8,1,1,15,1,197,0,0,81,111,3,0,2
3700385,KIPP Durham College Preparatory,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27701,5,5,1,1,6,0,92,0,0,41,49,1,0,1
3701260,Durham Public Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Durham,NC,27701,PK,12,3,54,2314,109,34023,109,810,9746,16136,6220,31,971
3700022,Maureen Joy Charter,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27703,KG,8,1,1,47,1,618,0,1,327,269,8,1,12
3700081,Research Triangle Charter,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27703,KG,8,1,1,38,0,709,5,21,135,506,32,1,9
3700363,Reaching All Minds Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27703,KG,4,1,1,9,0,178,1,0,82,93,0,0,2
3700054,Carter Community Charter,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27704,KG,8,1,1,20,0,265,0,1,22,242,0,0,0
3700139,Voyager Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27704,KG,12,1,1,105,4,1347,3,39,60,282,910,1,52
3700384,Excelsior Classical Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27704,KG,4,1,1,15,1,252,0,3,20,64,149,0,16
3700352,The Institute for the Development of You,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27705,KG,7,1,1,8,1,140,0,1,34,101,4,0,0
3700326,Research Triangle High School,Independent Charter District,NC,NORTH CAROLINA,Research Triangle Pk,NC,27709,9,12,1,1,31,3,454,0,47,27,108,249,0,23
3700055,Kestrel Heights School,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27713,KG,12,1,1,64,3,1043,3,27,141,498,313,1,60
3700386,NC Connections Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27713,KG,9,1,1,42,3,1491,12,31,168,207,859,0,214
3700398,NC Virtual Academy,Independent Charter District,NC,NORTH CAROLINA,Durham,NC,27713,KG,10,1,1,43,1,1435,26,23,101,283,987,4,11
3700034,Rocky Mount Preparatory,Independent Charter District,NC,NORTH CAROLINA,Rocky Mount,NC,27804,KG,12,1,1,56,1,1263,43,11,59,907,198,3,42
3700123,Gaston College Preparatory,Independent Charter District,NC,NORTH CAROLINA,Gaston,NC,27832,KG,12,1,1,79,1,1280,11,13,37,990,186,0,43
3700012,Pitt County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Greenville,NC,27834,PK,12,3,37,1576,67,23966,49,350,2714,11577,8431,17,828
3701950,Halifax County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Halifax,NC,27839,PK,12,3,11,184,7,2851,163,5,102,2405,125,6,45
3700115,Haliwa-Saponi Tribal School,Independent Charter District,NC,NORTH CAROLINA,Hollister,NC,27844,KG,12,1,1,20,0,184,139,0,4,27,8,0,6
3703420,Northampton County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Jackson,NC,27845,PK,12,3,8,136,6,1970,7,6,83,1508,302,1,63
3700321,Northeast Regional School - Biotech/Agri,Regional Education Service Agency (RESA),NC,NORTH CAROLINA,Jamesville,NC,27846,9,12,3,1,12,0,209,0,1,17,52,134,1,4
3703270,Nash-Rocky Mount Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Nashville,NC,27856,PK,13,3,28,941,40,15911,85,112,1905,8232,5074,14,489
3700375,KIPP Halifax College Preparatory,Independent Charter District,NC,NORTH CAROLINA,Roanoke Rapids,NC,27870,5,6,1,1,9,0,170,2,1,3,151,10,0,3
3703900,Roanoke Rapids City Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Roanoke Rapids,NC,27870,PK,12,3,4,199,6,2958,10,64,169,794,1837,2,82
3702280,Hyde County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Swan Quarter,NC,27885,PK,13,3,3,62,3,619,0,0,122,143,332,0,22
3700323,North East Carolina Preparatory School,Independent Charter District,NC,NORTH CAROLINA,Tarboro,NC,27886,KG,11,1,1,72,1,1069,2,7,89,442,515,0,14
3701320,Edgecombe County Public Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Tarboro,NC,27886,PK,13,3,14,390,20,6115,7,6,622,3459,1890,2,129
3700101,Washington Montessori,Independent Charter District,NC,NORTH CAROLINA,Washington,NC,27889,KG,10,1,1,24,0,358,0,4,24,18,304,0,8
3700330,Beaufort County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Washington,NC,27889,PK,13,3,14,488,19,7066,10,22,1102,2365,3298,5,264
3704890,Weldon City Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Weldon,NC,27890,PK,13,3,4,76,4,927,3,1,8,871,31,0,13
3702880,Martin County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Williamston,NC,27892,PK,12,3,10,246,11,3370,2,24,248,1750,1257,0,89
3700049,Sallie B Howard School,Independent Charter District,NC,NORTH CAROLINA,Wilson,NC,27893,KG,8,1,1,49,0,866,0,1,319,522,7,1,16
3705020,Wilson County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Wilson,NC,27893,PK,13,3,26,728,31,12259,28,148,2271,5571,3889,6,346
3700379,Wilson Preparatory Academy,Independent Charter District,NC,NORTH CAROLINA,Wilson,NC,27896,KG,9,1,1,27,0,442,4,8,27,142,240,0,21
3703540,Elizabeth City-Pasquotank Public Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Elizabeth City,NC,27906,PK,12,3,12,387,17,5915,18,51,416,2586,2570,7,267
3700394,Northeast Academy of Aerospace & AdvTech,Independent Charter District,NC,NORTH CAROLINA,Elizabeth City,NC,27909,8,9,1,1,7,1,122,2,1,3,29,80,0,7
3700600,Camden County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Camden,NC,27921,PK,12,3,6,125,3,1860,4,23,53,198,1481,5,96
3704590,Tyrrell County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Columbia,NC,27925,PK,13,3,3,41,3,595,1,19,107,204,216,1,47
3700329,Water's Edge Village School,Independent Charter District,NC,NORTH CAROLINA,Corolla,NC,27927,KG,6,1,1,2,0,26,0,0,2,2,22,0,0
3701080,Currituck County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Currituck,NC,27929,PK,13,3,10,252,10,4045,6,19,207,228,3269,3,313
3700840,Edenton-Chowan Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Edenton,NC,27932,PK,12,3,4,145,5,2134,3,13,134,922,989,1,72
3701680,Gates County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Gatesville,NC,27938,PK,12,3,5,124,5,1655,8,1,30,569,975,1,71
3703600,Perquimans County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Hertford,NC,27944,PK,12,3,4,121,5,1744,4,6,57,469,1147,0,61
3701110,Dare County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Nags Head,NC,27959,PK,12,3,11,378,15,5092,10,44,756,129,3942,7,204
3704800,Washington County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Plymouth,NC,27962,PK,12,3,5,110,3,1623,2,7,127,1164,292,0,31
3700322,Bear Grass Charter School,Independent Charter District,NC,NORTH CAROLINA,Williamston,NC,27982,6,12,1,1,22,0,359,0,1,9,7,341,0,1
3700360,Bertie County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Windsor,NC,27983,PK,13,3,9,163,8,2435,11,12,60,1976,343,0,33
3700365,Heritage Collegiate Leadership Academy,Independent Charter District,NC,NORTH CAROLINA,Windsor,NC,27983,KG,4,1,1,18,1,288,0,0,4,218,55,1,10
3702160,Hertford County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Winton,NC,27986,PK,13,3,7,193,12,3077,24,23,111,2423,442,2,52
3704320,Stanly County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Albemarle,NC,28001,PK,13,3,21,588,23,8608,24,293,719,1101,6090,7,374
3700530,Cabarrus County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Concord,NC,28025,PK,13,3,39,1941,87,31408,167,1143,4908,6230,17693,56,1211
3700133,Carolina International School,Independent Charter District,NC,NORTH CAROLINA,Concord,NC,28027,KG,12,1,1,54,1,849,2,89,85,225,400,1,47
3700347,Cabarrus Charter Academy,Independent Charter District,NC,NORTH CAROLINA,Concord,NC,28027,KG,8,1,1,63,0,1122,4,90,110,254,627,3,34
3700371,Thunderbird Preparatory School,Independent Charter District,NC,NORTH CAROLINA,Cornelius,NC,28031,KG,5,1,1,36,0,499,2,11,41,21,408,0,16
3700135,Community School of Davidson,Independent Charter District,NC,NORTH CAROLINA,Davidson,NC,28036,KG,12,1,1,82,4,1342,3,22,51,56,1164,1,45
3700062,Lincoln Charter School,Independent Charter District,NC,NORTH CAROLINA,Denver,NC,28037,KG,12,1,1,114,6,1926,3,20,147,74,1632,0,50
3704080,Rutherford County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Forest City,NC,28043,PK,13,3,18,548,23,8527,26,38,598,1041,6260,2,562
3701620,Gaston County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Gastonia,NC,28054,PK,13,3,56,1929,95,32091,73,462,3801,6867,19525,23,1340
3700104,Piedmont Community Charter,Independent Charter District,NC,NORTH CAROLINA,Gastonia,NC,28056,KG,12,1,1,74,3,1245,0,26,102,211,864,0,42
3700372,A.C.E. Academy,Independent Charter District,NC,NORTH CAROLINA,Harrisburg,NC,28075,KG,6,1,1,15,0,311,0,6,25,215,44,0,21
3700064,Lake Norman Charter,Independent Charter District,NC,NORTH CAROLINA,Huntersville,NC,28078,5,12,1,1,94,4,1606,6,72,67,210,1196,1,54
3702430,Kannapolis City Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Kannapolis,NC,28083,PK,12,3,8,387,13,5424,21,75,1543,1544,1943,4,294
3702680,Lincoln County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Lincolnton,NC,28092,PK,12,3,24,773,36,11622,16,86,1264,721,9120,7,408
3700137,Socrates Academy,Independent Charter District,NC,NORTH CAROLINA,Matthews,NC,28105,KG,8,1,1,48,1,669,1,52,50,38,506,2,20
3700128,Gray Stone Day School,Independent Charter District,NC,NORTH CAROLINA,Misenheimer,NC,28109,9,12,1,1,28,2,446,0,14,6,9,406,2,9
3700112,Union Academy Charter School,Independent Charter District,NC,NORTH CAROLINA,Monroe,NC,28110,KG,12,1,1,85,5,1399,0,37,145,109,1076,0,32
3704620,Union County Public Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Monroe,NC,28112,PK,13,3,52,2540,115,42199,102,1253,7025,5409,27183,14,1213
3700093,Thomas Jefferson Classical Academy,Independent Charter District,NC,NORTH CAROLINA,Mooresboro,NC,28114,KG,12,1,1,80,3,1301,1,30,74,88,1061,1,46
3700145,Pine Lake Preparatory,Independent Charter District,NC,NORTH CAROLINA,Mooresville,NC,28115,KG,12,1,1,106,3,1716,4,76,57,34,1502,2,41
3703120,Mooresville Graded School District,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Mooresville,NC,28115,PK,12,3,8,360,14,6130,12,117,657,941,4103,10,290
3700331,Langtree Charter Academy,Independent Charter District,NC,NORTH CAROLINA,Mooresville,NC,28117,KG,8,1,1,58,1,1134,7,93,91,47,841,1,54
3700317,Mountain Island Charter,Independent Charter District,NC,NORTH CAROLINA,Mt. Holly,NC,28120,KG,12,1,1,73,2,1309,9,22,65,294,853,1,65
3704050,Rowan-Salisbury Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Salisbury,NC,28144,PK,12,3,35,1278,59,19891,60,228,3090,3701,12115,20,677
3700900,Cleveland County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Shelby,NC,28150,PK,13,3,29,1049,50,15492,14,114,857,4187,9577,3,740
3700353,Pinnacle Classical Academy,Independent Charter District,NC,NORTH CAROLINA,Shelby,NC,28152,KG,8,1,1,29,0,468,0,3,32,42,369,0,22
3700180,Anson County Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Wadesboro,NC,28170,KG,13,3,11,220,10,3434,14,57,136,1975,1161,0,91
3700391,Charlotte Lab School,Independent Charter District,NC,NORTH CAROLINA,Charlotte,NC,28202,KG,4,1,1,19,2,292,1,8,24,66,179,0,14
3702970,Charlotte-Mecklenburg Schools,Regular local school district that is NOT a component of a supervisory union,NC,NORTH CAROLINA,Charlotte,NC,28202,PK,13,3,170,8736,360,146211,678,8822,32069,57961,43038,170,3473
3700032,Community Charter School,Independent Charter District,NC,NORTH CAROLINA,Charlotte,NC,28204,KG,5,1,1,6,0,105,0,0,6,81,18,0,0
3700393,VERITAS Community School,Independent Charter District,NC,NORTH CAROLINA,Charlotte,NC,28204,KG,3,1,1,8,0,109,0,1,8,32,56,1,11
3700339,Charlotte Choice Charter,Independent Charter District,NC,NORTH CAROLINA,Charlotte,NC,28205,KG,7,1,1,21,0,334,0,1,49,278,2,0,4
3700382,Commonwealth High School,Independent Charter District,NC,NORTH CAROLINA,Charlotte,NC,28205,9,12,1,1,10,1,261,2,1,57,182,9,0,10
